id	created_at	updated_at	drug_id	form	routes	strength_numerators	strength_numerator_unit	strength_denominator	strength_denominator_unit
577	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	384	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{5}	MG	1	TABLET
578	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	385	CREAM	{TOPICAL}	{0.05}	G	100	G
579	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	386	TABLET, COATED	{ORAL}	{250,500}	MG	1	TABLET
580	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	377	SYRUP	{ORAL}	{0.83}	MG	5	ML
581	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	387	TABLET	{ORAL}	{100,400}	MG	1	TABLET
582	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	383	TABLET	{ORAL}	{4,5}	MG	1	TABLET
583	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	385	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{0.05}	W	1	WMG
584	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	388	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{1000}	MG	1	TABLET
585	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	389	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{50}	G	100	G
586	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	390	SUPPOSITORY	{RECTAL}	{1.26,2.4}	G	1	SUPPOSITORY
587	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	391	SOLUTION	{INJECTION}	{200}	MCG	1	ML
588	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	392	SYRUP	{ORAL}	{5,6.5,120}	MG	5	ML
589	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	386	TABLET	{ORAL}	{500}	MG	1	TABLET
590	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	388	TABLET	{ORAL}	{500}	MG	1	TABLET
591	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	387	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
592	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	391	CAPSULE	{ORAL,RECTAL,VAGINAL}	{50,110}	MCG	1	CAPSULE
593	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	393	TABLET	{ORAL}	{5,32,150,320}	MG	1	TABLET
594	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	394	TABLET, COATED	{ORAL}	{40,80}	MG	1	TABLET
595	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	395	TABLET, COATED	{ORAL}	{32,162,226}	MG	1	TABLET
596	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	396	SUSPENSION	{ORAL,INJECTION}	{8.1}	W	1	W
597	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	397	TABLET	{ORAL}	{125,250,500}	MG	1	TABLET
598	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	398	TABLET, EFFERVESCENT	{ORAL}	{200,300,500}	MG	1	TABLET
599	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	399	SOLUTION	{INFUSION}	{35}	G	1	L
600	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	400	INJECTABLE	"{""IV (INFUSION)""}"	{1.3,2,2.95,50}	G	1000	ML
601	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	401	LIQUID	{INHALATION,INJECTION,ORAL,TOPICAL}	{100}	ML	100	ML
602	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	402	TABLET, COATED	{ORAL}	{200}	MG	1	TABLET
603	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	403	TABLET	{ORAL}	{5,50}	MG	1	TABLET
604	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	404	INJECTABLE	{INJECTION}	{5000}	IU	1	ML
605	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	405	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
606	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	406	POWDER/INJECTABLE	{INJECTION}	{440}	MG	1	INJECTION
607	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	407	SOLUTION	{INFUSION}	{6}	G	100	G
608	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	408	VACCINE	{ORAL,INJECTION}	{0.5}	ML	1	VACCINE
609	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	409	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{9,10,90}	MG	5	ML
610	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	397	SUSPENSION	{ORAL,INJECTION}	{125}	MG	5	ML
611	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	410	SYRUP	{ORAL}	{9,10,90}	MG	5	ML
612	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	411	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{40}	MG	0.8	ML
613	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	406	INJECTABLE	{INJECTION}	{120}	MG	1	ML
614	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	404	SOLUTION	{INJECTION}	{5000}	IU	1	ML
615	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	412	TABLET, COATED	{ORAL}	{0.03,0.75,1.5}	MG	1	TABLET
616	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	407	INJECTABLE	"{""IV (INFUSION)""}"	{60}	G	1	INFUSION
617	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	413	TABLET, COATED	{ORAL}	{12.5,50}	MG	1	TABLET
618	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	414	TABLET	{ORAL}	{25,50}	MG	1	TABLET
619	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	415	POWDER/INJECTABLE	{INJECTION}	{100}	MG	1	INJECTION
620	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	416	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
621	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	406	INJECTABLE	"{""IV (INFUSION)""}"	{440}	MG	1	INFUSION
622	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	417	INJECTABLE	{INJECTION}	{2}	MG	1	ML
623	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	418	TABLET	{ORAL}	{100,300}	MG	1	TABLET
624	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	419	CAPSULE	{ORAL}	{75,100,125}	MG	1	CAPSULE
625	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	420	CAPSULE	{ORAL}	{200,250}	MG	1	CAPSULE
626	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	413	TABLET	{ORAL}	{12.5,50}	MG	1	TABLET
627	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	415	INJECTABLE	{INJECTION}	{100}	MG	2	ML
628	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	416	INJECTABLE	{INJECTION}	{20}	MG	1	ML
629	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	421	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{10,90}	G	100	G
630	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	422	SOLUTION/DROPS	{OPHTHALMIC}	{1,12}	MG	1	ML
631	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	413	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{12.5,25,50,100}	MG	1	TABLET
632	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	412	IMPLANT	{SUBCUTANEOUS}	{75}	MG	1	IMPLANT
633	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	423	TABLET	{ORAL}	{100}	MG	1	TABLET
634	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	424	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
635	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	425	CAPSULE	{ORAL}	{2}	MG	1	CAPSULE
636	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	426	TABLET, COATED	{ORAL}	{7.5}	MG	1	TABLET
637	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	427	VACCINE	{ORAL,INJECTION}	{8,32,40}	D	1	VACCINE
638	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	428	IMPLANT	{SUBCUTANEOUS}	{68}	MG	1	IMPLANT
639	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	429	SOLUTION	{INJECTION}	{20}	MG	1	ML
640	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	418	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{100,300}	MG	1	TABLET
641	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	430	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{40}	MG	2	ML
642	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	431	VACCINE	{ORAL,INJECTION}	{8,32,40}	D	1	VACCINE
643	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	432	OINTMENT	{TOPICAL}	{21.875}	MG	1	G
644	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	425	TABLET	{ORAL}	{2}	MG	1	TABLET
645	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	433	INJECTABLE	{INJECTION}	{15}	MCG	1	ML
646	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	434	CAPSULE	{ORAL}	{400}	MG	1	CAPSULE
647	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	435	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
648	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	436	INJECTABLE	{INJECTION}	{100}	IU	1	ML
649	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	437	INJECTABLE	{INJECTION}	{100}	IU	1	ML
650	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	432	SUSPENSION	{ORAL,INJECTION}	{100}	IU	1	ML
651	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	434	TABLET	{ORAL}	{400}	MG	1	TABLET
652	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	438	INJECTABLE	{INJECTION}	{100}	IU	1	ML
653	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	439	INJECTABLE	{INJECTION}	{100}	I	1	ML
654	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	440	TABLET	{ORAL}	{25,100}	MG	1	TABLET
655	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	441	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{25}	G	1000	ML
656	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	442	SOLUTION/DROPS	{OPHTHALMIC}	{500}	MG	100	ML
657	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	443	TABLET	{ORAL}	{150,300}	MG	1	TABLET
658	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	444	SOLUTION	{INJECTION}	{20}	MG	1	ML
659	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	445	TABLET	{ORAL}	{25,100,400}	MG	1	TABLET
660	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	434	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
661	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	446	TABLET	{ORAL}	{50,75,150}	MG	1	TABLET
662	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	439	SUSPENSION	{ORAL,INJECTION}	{100}	I	1	ML
663	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	447	TABLET, COATED	{ORAL}	{40,240}	MG	1	TABLET
664	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	448	TABLET, COATED	{ORAL}	{5,7.5}	MG	1	TABLET
665	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	449	POWDER/INJECTABLE	{INJECTION}	{250,500}	MG	1	INJECTION
666	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	450	TABLET, COATED	{ORAL}	{50,850}	MG	1	TABLET
667	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	451	TABLET, COATED	{ORAL}	{25,50,100}	MG	1	TABLET
668	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	452	TABLET, COATED	{ORAL}	{10,20}	MG	1	TABLET
669	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	453	TABLET	{ORAL}	{500}	MG	1	TABLET
670	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	454	INJECTABLE	{INJECTION}	{0}	MG	1	ML
671	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	455	INJECTABLE	{INJECTION}	{50}	MG	1	ML
672	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	450	TABLET	{ORAL}	{50,1000}	MG	1	TABLET
673	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	456	TABLET, COATED	{ORAL}	{800}	MG	1	TABLET
674	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	454	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{50}	MG	100	ML
675	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	457	SYRUP	{ORAL}	{10,120}	MG	5	ML
676	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	458	SYRUP	{ORAL}	{0.8,12,110}	MG	5	ML
677	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	459	POWDER	{ORAL}	{2.6}	G	100	G
678	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	460	TABLET, COATED	{ORAL}	{25,50,200}	MG	1	TABLET
679	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	461	INJECTABLE	{INJECTION}	{10}	MG	1	ML
680	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	462	TABLET	{ORAL}	{2,25,50}	MG	1	TABLET
681	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	463	TABLET	{ORAL}	{300}	MG	1	TABLET
682	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	464	TABLET	{ORAL}	{250}	MG	1	TABLET
683	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	465	CREAM	{TOPICAL}	{1}	G	100	G
684	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	466	TABLET, COATED	{ORAL}	{300,600}	MG	1	TABLET
685	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	467	TABLET, COATED	{ORAL}	{30}	MG	1	TABLET
686	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	468	SOLUTION/DROPS	{OPHTHALMIC}	{0.005}	G	100	ML
687	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	469	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{3.35}	G	5	ML
688	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	470	TABLET	{ORAL}	{10,20,40}	MG	1	TABLET
689	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	461	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	MG	0.2	ML
690	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	463	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{300}	MG	1	TABLET
691	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	471	TABLET, COATED	{ORAL}	{10,20}	MG	1	TABLET
692	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	465	TABLET	{ORAL}	{250}	MG	1	TABLET
693	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	472	TABLET	{ORAL}	{16,45}	MG	1	TABLET
694	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	473	CAPSULE	{ORAL}	{10,15,25}	MG	1	CAPSULE
695	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	474	TABLET	{ORAL}	{500,750}	MG	1	TABLET
696	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	475	INJECTABLE	{INJECTION}	{100}	U	1	ML
697	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	462	TABLET, COATED	{ORAL}	{5,25}	MG	1	TABLET
698	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	463	TABLET, COATED	{ORAL}	{300}	MG	1	TABLET
699	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	476	TABLET, COATED	{ORAL}	{250,500}	MG	1	TABLET
700	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	470	TABLET, COATED	{ORAL}	{5,10,20}	MG	1	TABLET
701	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	471	TABLET	{ORAL}	{20}	MG	1	TABLET
702	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	477	TABLET, COATED	{ORAL}	{0.03,0.15}	MG	1	TABLET
703	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	478	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	G	100	G
704	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	474	TABLET, COATED	{ORAL}	{250,500,750,1000}	MG	1	TABLET
705	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	479	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	G	100	G
706	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	480	INJECTABLE	{INJECTION}	{0.4,400}	MG	20	ML
707	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	481	TABLET, COATED	{ORAL}	{600}	MG	1	TABLET
708	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	482	TABLET	{ORAL}	{90,400}	MG	1	TABLET
709	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	479	INJECTABLE	{INJECTION}	{2}	G	100	G
710	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	483	TABLET	{ORAL}	{500}	MG	1	TABLET
711	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	484	GEL	{ORAL,TOPICAL}	{1}	G	100	G
712	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	485	TABLET, COATED	{ORAL}	{0.03,0.05}	MG	1	TABLET
713	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	486	TABLET	{ORAL}	{10}	MG	1	TABLET
714	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	487	TABLET, COATED	{ORAL}	{1.5}	MG	1	TABLET
715	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	488	TABLET, COATED	{ORAL}	{50,100}	MG	1	TABLET
716	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	489	TABLET	{ORAL}	{120,250}	MG	1	TABLET
717	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	490	TABLET	{ORAL}	{25,200}	MG	1	TABLET
718	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	476	TABLET	{ORAL}	{750}	MG	1	TABLET
719	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	484	CREAM	{TOPICAL}	{1}	G	100	G
720	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	481	TABLET	{ORAL}	{600}	MG	1	TABLET
721	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	491	SUSPENSION	{ORAL,INJECTION}	{200,225}	MG	5	ML
722	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	492	SOLUTION	{INFUSION}	{10}	MG	1	ML
723	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	493	TABLET	{ORAL}	{150,400,500}	MG	1	TABLET
724	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	494	TABLET	{ORAL}	{250}	MG	1	TABLET
725	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	495	INJECTABLE	{INJECTION}	{469.01}	MG	1	ML
726	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	496	INJECTABLE	"{""IV (INFUSION)""}"	{10}	G	100	ML
727	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	497	SOLUTION	{INJECTION}	{0.51,1.86,2.05}	G	1	INJECTION
728	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	492	INJECTABLE	{INJECTION}	{10,11.7,1400}	MG	1	ML
729	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	498	TABLET, COATED	{ORAL}	{100,250}	MG	1	TABLET
730	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	499	SOLUTION	{IRRIGATION}	{5}	G	100	ML
731	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	488	TABLET	{ORAL}	{25,50,100}	MG	1	TABLET
732	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	500	CAPSULE	{ORAL}	{0.5,2}	MG	1	CAPSULE
733	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	501	TABLET, COATED	{ORAL}	{2.5,5,7.5,10,15,20}	MG	1	TABLET
734	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	502	TABLET, COATED	{ORAL}	{NaN}	MULTIINGREDIENT	1	TABLET
735	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	503	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
736	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	504	TABLET, COATED	{ORAL}	{0.5,1,2}	MG	1	TABLET
737	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	505	TABLET, COATED	{ORAL}	{10,15,50}	MG	1	TABLET
738	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	506	TABLET	{ORAL}	{50,100}	MCG	1	TABLET
739	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	507	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
740	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	504	INJECTABLE	{INJECTION}	{2,3,20,50}	MG	1	INJECTION
741	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	508	SYRUP	{ORAL}	{0.4}	M	1	M
742	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	509	OINTMENT	{TOPICAL}	{1.47,1.97,5.91,12.8}	G	100	G
743	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	510	CREAM	{TOPICAL}	{2}	G	100	G
744	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	511	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	G	100	G
745	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	512	TABLET	{ORAL}	{500,1000}	MG	1	TABLET
746	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	506	INJECTABLE	{INJECTION}	{1}	MG	1	ML
747	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	513	TABLET	{ORAL}	{2.5}	MG	1	TABLET
748	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	514	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
749	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	515	GEL	{ORAL,TOPICAL}	{2}	M	1	M
750	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	516	TABLET, COATED	{ORAL}	{0.03,0.15}	MG	1	TABLET
751	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	517	TABLET	{ORAL}	{200}	MG	1	TABLET
752	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	518	TABLET	{ORAL}	{2,50,100}	MG	1	TABLET
753	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	519	SOLUTION	{INJECTION}	{100,200}	MCG	0.3	ML
754	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	513	INJECTABLE	{INJECTION}	{25}	MG	1	ML
755	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	520	SUSPENSION	{ORAL,INJECTION}	{0.12,0.9,1.25,12.5}	G	100	G
756	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	512	TABLET, COATED	{ORAL}	{500}	MG	1	TABLET
757	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	514	TABLET	{ORAL}	{400}	MG	1	TABLET
758	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	521	SOLUTION/DROPS	{OPHTHALMIC}	{0.7}	G	100	ML
759	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	522	INJECTABLE	{INJECTION}	{15}	MG	1	ML
760	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	523	TABLET	{ORAL}	{0.025,2.5}	MG	1	TABLET
761	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	524	TABLET	{ORAL}	{250}	MG	1	TABLET
762	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	525	TABLET, COATED	{ORAL}	{30,60}	MG	1	TABLET
763	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	519	INJECTABLE	{INJECTION}	{75}	MCG	0.3	ML
764	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	526	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
765	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	527	TABLET	{ORAL}	{10,12.5,20}	MG	1	TABLET
766	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	528	POWDER/INJECTABLE	{INJECTION}	{500}	MG	1	INJECTION
767	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	529	TABLET	{ORAL}	{2.5,5,10,20}	MG	1	TABLET
