id	created_at	updated_at	trade_name	applicant_name	manufacturer_name	strength_numerators	medication_id	consumable_id
1585	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	THEOPHYLLINE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{200}	788	1586
1586	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NUR - ISTERATE	BAYER (PTY) LTD	BAYER PHARM AG BERLIN GERMANY;  ASPEN SVP PTY LTD PORT ELIZABETH SOUTH AFRICA	{200}	790	1587
1587	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIRAPINE	STRIDES ARCOLAB LTD	STRIDES ARCOLAB LTD BANGALOR INDIA	{200}	777	1588
1588	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NUROFEN COLD AND FLU	RECKITT BENCKISSER PHARMACEUTICALS PTY LTD	RECKITT BENCKISER HEALTHCARE INTERNATIONAL NOTTINGHAM UK	{30,200}	791	1589
1589	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OCUDOR	FDC LIMITED	FDC LIMITED AURANGABAD INDIA	{2}	792	1590
1590	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OCUDOR-T	FDC LIMITED	FDC LIMITED AURANGABAD INDIA	{20}	793	1591
1591	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NORFLOXACIN	MICRO LABS LTD	BROWN  ; BURK PHARM PVT LTD HOSUR INDIA;  MICRO LABS LTD HOSUR INDIA	{400}	786	1592
1592	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMECOR	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS AHMEDABAD INDIA	{20}	794	1593
1593	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIRAPINE	HETERO LABS LTD	HETERO DRUGS LTD HYDERABAD INDIA;  HETERO LABS LTD HYDERABAD INDIA	{200}	777	1594
1594	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMECOR 40	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{40}	795	1595
1595	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLODIN	FDC LIMITED	FDC LIMITED AURANGABAD INDIA	{0.1}	796	1596
1596	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PRIMOLUT N	BAYER (PTY) LTD	BAYER WEIMAR GMBH  ; CO. KG, WEIMAR WEIMAR GERMANY	{5}	797	1597
1597	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NORFLOXIN-400	UMEDICA	UMEDICA LABORATORIES PVT. LTD VAPI INDIA	{400}	786	1598
1598	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMEHEART 10	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{10}	794	1599
1599	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OMICAP	MICRO LABS LTD	MICRO LABS LTD HOSUR INDIA	{20}	798	1600
1600	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIRAPINE	AUROBINDO PHARMA LIMITED	AUROBINDO PHARMA LTD JEDCHERLA INDIA;  AUROBINDO PRADESH INDIA	{200}	777	1601
1601	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMEHEART 20	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{20}	795	1602
1602	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ONDANSETRON FRESENIUS	FRESENIUS KABI SOUTH AFRICA (PTY) LTD	LABESFAL LABORATORIOS ALMIROS S.A SANTIAGO DE BESTEIRO PORTUGAL	{4}	799	1603
1603	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZOFRAN	NOVARTIS PHARMA SERVICES AG	ASPEN BAD OLDESLOE GMBH BAD OLDESLOE GERMANY	{4}	800	1604
1604	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ORALAX TABLET	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{5}	801	1605
1605	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMEHEART 40	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{40}	794	1606
1606	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OMIZAC	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{20}	798	1607
1607	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OLMEHEART 5	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{5}	795	1608
1608	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NORLOX	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{400}	802	1609
1609	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ORAPEN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{125}	803	1610
1610	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZOFRAN	NOVARTIS PHARMA SERVICES AG	ASPEN BAD OLDESLOE GMBH BAD OLDESLOE GERMANY	{8}	800	1611
1611	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ORAPEN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{250}	804	1612
1612	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIMUNE	CIPLA LTD	CIPLA LTD MUMBAI INDIA	{50}	805	1613
1613	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VOMISTAT	LINCOLN PHARMACEUTICALS LIMITED	LINCOLN PARENTERAL LIMITED GANDHINAGAR  INDIA	{2}	806	1614
1614	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROBITOR	SANDOZ S.A PTY LTD	LEK PHARMACEUTICALS D.D LJUBLJANA SLOVENIA;  SANDOZ GMBH BIOCHEMIESTRABE  AUSTRIA;  SANDOZ S.A PTY LTD KEMPTON PARK SOUTH AFRICA	{20}	798	1615
1615	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ORAPEN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{250}	803	1616
1616	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIRAPINE	AUROBINDO PHARMA LIMITED	AUROBINDO PRADESH INDIA	{50}	805	1617
1617	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SAFERON	GLENMARK PHARMACEUTICALS LTD	GLENMARK PHARMACEUTICALS LTD NASIK INDIA	{50}	807	1618
1618	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OSELTAMIVIR PHOSPHATE	MYLAN LABORATORIES LIMITED	MYLAN LAB LTD MAHARASHTRA INDIA	{75}	808	1619
1619	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZOMACID 20	MYLAN PHARMACEUTICALS PVT LTD	MURALI KRISHNA PHARMA PVT LTD TALUKA SHIRUR INDIA;  ZENARA PHARMA PVT LTD HYDERABAD INDIA	{20}	798	1620
1620	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OTRIVIN	GSK CONSUMER HEALTH SA	GSK CONSUMER HEALTH SA VAUD SWITZERLAND	{1}	809	1621
1621	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OVA-MIT	REMEDICA LTD	REMEDICA LTD LIMASSOL CYPRUS	{50}	810	1622
1622	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OXOL	VENUS REMEDIES LTD	VENUS REMEDIES LTD NALAGARH INDIA	{50}	811	1623
1623	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TOSININ 5	INNOVATA PHARMACEUTICALS LTD	STERIL-GENE LIFE SCIENCES PVT LTD PUDUCHERRY INDIA	{5}	812	1624
1624	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PALOHALT	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{0.25}	813	1625
1625	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOXYMETHYL PENICILLIN	MILAN LABORATORIES	MILAN LABS PVT LTD KAMOTTE, PANYEL INDIA	{125}	814	1626
1626	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OSELTAMIVIR PHOSPHATE	MYLAN LABORATORIES LIMITED	MYLAN LAB LTD JINNARAM MANDAL INDIA;  MYLAN LAB LTD MAHARASHTRA INDIA	{30}	808	1627
1627	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ZOMACID 40	MYLAN PHARMACEUTICALS PVT LTD	MURALI KRISHNA PHARMA PVT LTD TALUKA SHIRUR INDIA;  ZENARA PHARMA PVT LTD HYDERABAD INDIA	{40}	798	1628
1628	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NEVIRAPINE	AUROBINDO PHARMA LIMITED	AUROBINDO PRADESH INDIA	{50}	815	1629
1629	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANAFCORT	ADCOCK INGRAM LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	{5}	816	1630
1630	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OTRIVIN (ADULT)	GSK CONSUMER HEALTH SA	GSK CONSUMER HEALTH SA VAUD SWITZERLAND	{1}	817	1631
1631	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OSELTAMIVIR PHOSPHATE	MYLAN LABORATORIES LIMITED	MYLAN LAB LTD MAHARASHTRA INDIA	{45}	808	1632
1632	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANTIN 20	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{20}	818	1633
1633	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOXYMETHYL PENICILLIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{250}	819	1634
1634	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANTOPRAZOLE SODIUM SESQUIHYDRATE	BEXIMCO PHARMACEUTICALS LTD	AUROBINDO HYDERABAD 	{20}	820	1635
1635	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PARIET	JANSSEN PHARMACEUTICA (PTY) LTD	ELSAI MISATO PLANT MISATO-MACHI JAPAN;  UNIPAK LTD ESSEX U.K;  JANSSEN PHARMACEUTICA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  BUSHU PHARMACEUTICALS LTD SAITAMA JAPAN	{20}	821	1636
1636	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	OTRIVIN (PAEDIATEIC)	GSK CONSUMER HEALTH SA	GSK CONSUMER HEALTH SA VAUD SWITZERLAND	{0.5}	817	1637
1637	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PATANOL	NOVARTIS SOUTH AFRICA (PTY) LTD	ALCON LABORATORIES INCORPORATED, USA FORT WORTH USA;  S. A. ALCON-COUVREUR N. V PUURS BELGIUM	{0.1}	822	1638
1638	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TAMIFLU	ROCHE PRODUCTS (PTY) LTD	HOFFMAN LA ROCHE BASLE SWITZERLAND	{75}	808	1639
1639	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PATIZRA	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	{10}	823	1640
1640	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PCD DRY COUGH	FDC LIMITED	FDC LIMITED AURANGABAD INDIA	{15}	824	1641
1641	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANTIN 40	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{40}	818	1642
1642	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PCEC RABIES VACCINE BEHRING	GLAXOSMITHKLINE S.A (PTY) LTD	BEHRINGWERKE AG  GERMANY	{2.5}	825	1643
1643	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOXYMETHYL PENICILLIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{125}	826	1644
1644	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANTOPRAZOLE SODIUM SESQUIHYDRATE	BEXIMCO PHARMACEUTICALS LTD	AUROBINDO HYDERABAD 	{40}	827	1645
1645	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PETHIDINE	CAPS INTERNATIONAL EST	CAPS PVT LTD HARARE ZIMBABWE	{100}	828	1646
1646	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHARMA-Q BUPIVACAINE SPINAL WITH DEXTROSE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{20}	829	1647
1647	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TOPZOLE	TAKEDA (PTY) LTD	TAKEDA GMBH ORAIENBURG GERMANY;  LICHTWER PHARMA AG BERLIN GERMANY	{40}	830	1648
1648	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHARMA-Q DOPAMINE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{200}	831	1649
1649	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SUXAMETHONIUM CHLORIDE FRESENIUS	FRESENIUS KABI MANUFACTURING S.A PVT LTD,	INTRAMED (PTY) LTD PORT ELIZABETH SOUTH AFRICA;  FRESENIUS KABI MANUFACTURING S.A PVT LTD, PORT ELIZABERTH SOUTH AFRICA	{100}	832	1650
1650	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHARMA-Q THEOPHYLLINE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{250}	833	1651
1651	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHARMA-Q-DEXAMETHASONE PHOSHATE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{4}	834	1652
1652	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PETHIDINE HYDROCHLORIDE FRESENIUS PF	FRESENIUS KABI MANUFACTURING S.A PVT LTD,	BODENE KORSTEN INDIA;  BODENE KORSTEN INDIA;  FRESENIUS KABI MANUFACTURING S.A PVT LTD, PORT ELIZABERTH SOUTH AFRICA	{100}	828	1653
1653	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENERGAN	SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD	WINTHROP PHARAMACEUTICALS PTY LTD  SOUTH AFRICA	{10}	835	1654
1654	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TOPZOLE 20	TAKEDA (PTY) LTD	TAKEDA GMBH ORAIENBURG GERMANY;  LICHTWER PHARMA AG BERLIN GERMANY	{20}	830	1655
1655	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOBARBITONE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{30}	836	1656
1656	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOL EAR DROPS	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{40}	837	1657
1657	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENERGAN	AVENTIS CROP SCIENCE	RHONE-POULENC RORER S.A PORTELIZABETH SOUTH AFRICA;  AVENTIS PHARMA SA PRETORIA SOUTH AFRICA	{25}	835	1658
1658	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHOLTEX FORTE	INOVA PHARMACEUTICALS PTY LTD	INOVA PHARMACEUTICALS  PTY LTD SYDNEY AUSTRALIA;  PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA;  ENSIGN LABORATIES LTD MELBOURNE AUSTRALIA	{15}	838	1659
1659	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHOLTEX PLUS	INOVA PHARMACEUTICALS PTY LTD	ENSIGN LABORATIES LTD MELBOURNE AUSTRALIA	{3.33,5}	839	1660
1660	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHENOBARBITONE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{30}	836	1661
1661	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PIPRA 10	NEW AVAKASH INTERNATIONAL	ALEMBIC PHARMACEUTICALS LIMITED (FORMULATION DIVISION) HALOL INDIA	{10}	840	1662
1662	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PIPRANIR-TZ	ACULIFE HEALTHCARE PRIVATE LTD	NIRMA LTD (HEALTH DIVISION) AHMEDABAD INDIA	{4.5}	841	1663
1663	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	POLY-MXB	BHARAT SERUMS & VACCINES LTD	BHARAT SERUMS  ; VACCINES LTD ANAND NAGAR INDIA	{500000}	842	1664
1664	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	POTASSIUM CITRATE MIXTURE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{30}	843	1665
1665	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PRED FORTE	ALLERGAN PHARMACEUTICALS (PTY) LTD	ALLERGAN PHARMACEUTICALS MAYO IRELAND	{10}	844	1666
1666	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREDNISOLONE	SK AGE EXPORTS	SK AGE EXPORTS  INDIA;  S KANT HEALTHCARE LTD VAPI INDIA	{5}	845	1667
1667	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PIPRA 15	NEW AVAKASH INTERNATIONAL	ALEMBIC PHARMACEUTICALS LIMITED (FORMULATION DIVISION) HALOL INDIA	{15}	840	1668
1668	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROMETHAZINE HYDROCHLORIDE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{5}	846	1669
1669	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGEB 150	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{75}	847	1670
1670	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGNATAL	SCANPHARM A/S	SCANPHARM A/S COPENHAGEN DENMARK	{NaN}	848	1671
1671	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREMELLE	PFIZER LABORATORIES (PTY) LTD, S.A	WYETH-AYERST LABS INC NEW YORK U.S.A;  WYETH MEDICAL KILDARE IRELAND;  TECHNIKON LABORATORIES FLORIDA SOUTH AFRICA	{0.625,2.5}	849	1672
1672	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREDNISOLONE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{5}	845	1673
1673	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREVENAR 13	PFIZER LABORATORIES (PTY) LTD, S.A	WYETH LEDERLE VACCINES NEW YORK U.S.A;  BAXTER PHARMACEUTICAL BLOOMINGTON USA;  PFIZER IRELAND PHARMACEUTICALS COBH IRELAND	{0.5}	850	1674
1674	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROCAINE BENZYLPENICILLIN	KARNATAKA ANTIBIOTICS & PHARMACEUTICALS LTD	KARNATAKA ANTIB  ; PHARMA LTD BANGALORE INDIA	{3e+06}	851	1675
1675	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PIPRA 5	NEW AVAKASH INTERNATIONAL	ALEMBIC PHARMACEUTICALS LIMITED (FORMULATION DIVISION) HALOL INDIA	{5}	852	1676
1676	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROCHLORPERAZINE MALEATE	WALLACE LABORATORIES PVT LTD	WALLACE LABORATORIES PVT LTD BULAWAYO ZIMBABWE;  PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	{5}	853	1677
1677	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROMETHAZINE HYDROCHLORIDE FRESENIUS	FRESENIUS KABI MANUFACTURING S.A PVT LTD,	FRESENIUS KABI MANUFACTURING S.A PVT LTD, PORT ELIZABERTH SOUTH AFRICA	{25}	854	1678
1678	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROPAIN TABLETS	ADCOCK INGRAM	ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	{5,10,50}	855	1679
1679	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROCILLIN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{300}	856	1680
1680	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROPRANOLOL HYDROCHLORIDE	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{40}	857	1681
1681	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROSTIN E2	N.V. UPJOHN-PHARMACIA & UPJOHN	SANICO NV TURNHOUT BELGIUM	{0.5}	858	1682
1682	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROTAPHANE HM (GE)	NOVO NORDISK (PTY) LTD,	NOVO-NORDISK A/S BAGSVAERD DENMARK;  NOVO INDUSTRIES JOHANNESBURG SOUTH AFRICA;  NOVO NORDISK PRODUCAO MONTE CLAROS MINAS GERAIS  BRAZIL;  TEVA PHARMACEUTICAL WORKS PVT LTD GODOLLO HUNGARY;  NOVO NORDISK A/S  DENMARK;  NOVO NORDISK  A/S HILLEROED DENMARK;  NOVO NORDISK PHARMACEUTICAL INDUSTRIES INC CLAYTON USA;  NOVO NORDISK PHARMACEUTIQUE  FRANCE	{100}	859	1683
1683	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROTHIONAMIDE	MYLAN LABORATORIES LIMITED	MYLAN LABORATORIES LIMITED BAVLA INDIA	{250}	860	1684
1684	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PROVIRON	BAYER (PTY) LTD	BAYER WEIMAR GMBH  ; CO. KG, WEIMAR WEIMAR GERMANY;  BAYER AG, BERLIN BERLIN GERMANY	{25}	861	1685
1685	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PYLOBACT	RANBAXY LABS LTD	RANBAXY LABS LTD DEWAS INDIA	{20,250,500}	862	1686
1686	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PYNGO	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{5,10,45,450}	863	1687
1687	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PYNSTOP	ADCOCK INGRAM LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{5,10,45,450}	864	1688
1688	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	REXIGEN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{10}	857	1689
1689	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PYRIMON	FDC LIMITED	FDC LIMITED MUMBAI INDIA	{0.1,1}	865	1690
1690	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	Q-TAB 100	HETERO LABS LTD	HETERO DRUGS LTD JADCHERLA INDIA	{100}	866	1691
1691	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	REXIGEN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{40}	857	1692
1692	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PYRIMON	FDC LIMITED	FDC LIMITED MUMBAI INDIA	{0.1,1}	865	1693
1693	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	Q-TIB	CIPLA LTD	CIPLA LTD  INDIA	{25,160,300,800}	867	1694
1694	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	QUININE HYDROCHLORIDE	ADCOCK INGRAM LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{300}	868	1695
1695	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	QUININE SULPHATE	REMEDICA LTD	REMEDICA LTD LIMASSOL CYPRUS	{300}	869	1696
1696	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RAMGIC	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{50}	870	1697
1697	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RAMIZ	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD GHAZIABAD INDIA	{5}	871	1698
1698	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RANFERON-12	RANBAXY LABS LTD	RANBAXY LABS LTD DEWAS INDIA	{1.13,5,10,112.5,305}	872	1699
1699	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	Q-TAB 200	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{200}	866	1700
1700	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	RAPICLAV	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	{62.5,250}	873	1701
1701	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VARI-PROPRANOLOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{40}	857	1702
