id	created_at	updated_at	licence_number	name	licensee	address	town	expiry_date	premises_types
966b3cb3-e9d7-4b98-b198-06298a0d4b98	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1844-2024	PRIME PHARMACY	LEX CHEM (PVT) LTD	13 SEKE ROAD	HARARE	2025-11-30	Pharmacy in any other location
54db0435-da1a-4f0b-95c7-7444f18238bc	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0095-2023	PRIORITY MEDICAL SUPPLIES	PRIORITY MEDICAL SUPPLIES (PVT) LTD	NO. 13 HARARE DrIVE, GREYSTONE PARK, BORROWDALE	HARARE	2025-03-31	Wholesalers
7e2f2e17-6fd9-4d96-b853-1edc1461fa14	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0197-2024	PRIVOS PHARMA	PRIVOS PHARMA (PVT) LTD	159 CITROEN RD BAY 6 MsASA	HARARE	2025-01-31	Wholesalers
9a481e4b-6af4-4ef9-8c2a-9a578b3bf938	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0165-2024	PROFEEDS PVT LTD	PROFEEDS (PVT) LTD	STAND 81 WOOLWICH ROAD, WILLOWVALE	HARARE	2025-03-31	Wholesalers
dddfb922-f290-4c6c-a6b5-82bb9b30ef35	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1979-2024	PROHEALTH PHARMACY	ONTARIO PHARMACY (PVT) LTD	5991 GAZALAND S/COMPLEX HIGHFIELDS	HARARE	2025-03-31	Pharmacy in any other location
9f2f81c4-df3e-451b-8bb3-b73740de2a8a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1813-2024	PROMED PHARMACY	WHIMsCAL INVESTMENTS (PVT) LTD	SHOP NO 6, 104 CHINHOYI STREET	HARARE	2025-02-28	Pharmacy located in the CBD
6a9600f9-15cf-4096-88eb-ce77d75ee1fa	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1463-2024	PROMED PHARMACY	THOSHECK PHARMACY (PVT) LTD	27 CHATHAM ROAD	MVURWI	2025-09-30	Pharmacy located in the CBD
02c073f8-2ddb-45d6-b7cf-8b15dd93a7fe	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0194-2023	PROVIDENCE EPWORTH CLINIC	RAFETTY INVESTMENTS	SHOP 1, 1034 DOMBORAMWARI EPWORTH	HARARE	2024-09-30	Clinics: Class B
398bfcc2-23c4-48ea-9788-36563fa14d37	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0223-2024	PROVIDENCE HEALTH - SEEDCO	RAFFERTY INVESTMENTS (PVT) LTD	1 SHAMWARI RD	ZVIMBA	2025-04-30	Clinics: Class B
b067c0e4-2ea2-4b6d-a221-4922a5c6a9a4	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0147-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	UME CROCODILE FARM	KARIBA	2024-09-30	Clinics: Class B
0d20765c-aab1-4da5-80d7-91b80342f50e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0148-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	52 BAINES AVE 3RD FLOOR	HARARE	2024-09-30	Clinics: Class B
a6865066-5d00-4c2f-9b4a-bc56d91a9624	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0112-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	64 CORK ROAD	HARARE	2024-09-30	Clinics: Class B
657dcaa8-95a1-4a4f-be85-617e71abf525	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0130-2023	PROVIDENCE HEALTH MEDICAL CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	81 BAINES AVENUES AREA	HARARE	2024-09-30	Clinics: Class B
c236d170-7399-4d43-93de-a16fea8d01ab	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1121-2023	PROVIDENCE HUMAN CAPITAL	RAFETTY INVESTMENTS	SHOP 1, 1034 DOMBORAMWARI EPWORTH	HARARE	2024-09-30	Clinics: Class B
32400513-5a94-4256-9a65-7d2726ace985	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0110-2023	PROVIDENCE PROBRANDS CLINIC	RAFFERTY INVESTMENTS (PVT) LTD	4000 SHUMBA ROAD	RUWA	2024-09-30	Clinics: Class B
673bc039-9205-4800-aa50-46096e7aa393	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1422-2024	PUBMED PHARMACY	PUBMED PHARMACY (PVT) LTD	19308 ZENGEZA 5	CHITUNGWIZA	2025-06-30	Pharmacy in any other location
3ed00948-f510-41cd-96cd-065d4a085ea0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1878-2024	PUBMED PHARMACY	PUBMED PHARMACY (PVT) LTD	NO. 411 UPLANDS	HARARE	2025-09-30	Pharmacy in any other location
d615886e-f621-4ea3-b391-383a512a8258	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0183-2024	PULSE PHARMACEUTICALS	PULSE MEDICAL CARE (PVT) LTD	15 BORGWARD ROAD	HARARE	2025-03-31	Wholesalers
1e3548be-78b2-4f7d-8141-56dc894cadec	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1161-2024	PUMULA PHARMACY	BABOCK INVESTMENTS (PVT) LTD	24547 PUMULA OLD PUMULA	BULAWAYO	2025-10-31	Pharmacy in any other location
60972c04-dc99-448d-ae32-debd7e1c1eef	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1764-2024	PURE JOY PHARMACY - MBERENGWA	AYDENSEA LOY PHARMACEUTICALS	306C MBERENGWA SERVICE CENTRE	MBERENGWA	2025-02-28	Pharmacy in rural area
daf92578-7781-462a-9a08-560caa27928f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1857-2024	PURE JOY PHARMACY NYIKA	AYDENSEA LOY PHARMACEUTICALS	2053 NYIKA GROWTH POINT	BIKITA	2025-10-31	Pharmacy in any other location
8314c8f3-54c7-4afa-9ebb-d56ec9d298c0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1775-2024	QUALITY PHARMACY	HOLLOW TREE INVESTMENTS (PVT) LTD	STD 11300 TICHAGARIKA S/CENT, GLEN VIEW 8	HARARE	2025-04-30	Pharmacy in any other location
88fbddf6-5ddc-4342-aaa1-075aaadbc65b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1196-2024	RACECOURSE PHARMACY	RACECOURSE PHARMACY (PVT) LTD	THE AUCTION B/DALE PK RACE COURSE	HARARE	2025-08-31	Pharmacy in any other location
b72c9fdc-ebe4-40b2-85ff-9fa7955eb8e3	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1457-2024	RAILMED (BULAWAYO)	RAILMED	87 ROBERT MUGABE WAY	BULAWAYO	2025-01-31	Pharmacy in any other location
558cd1c4-9fa4-41d6-8189-d79e1290232b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0169-2024	RAINBOW PHARMACEUTICALS	RAINBOW PHARMACEUTICALS (PVT) LTD	UNIT 2 STD 379 SIMON MAZORODZE, WATERFALLS	HARARE	2025-02-28	Wholesalers
4ad12fe7-c90e-4177-a8f1-f98b0a8038a7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1790-2024	RAINPHARM PHARMACY	RAINBOW PHARMACEUTICALS (PVT) LTD	STAND 11894 CHIMURENGA STREET	HARARE	2025-06-30	Pharmacy in any other location
70f7a99a-29ee-4be4-a730-1c736eaec125	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1531-2024	RANDT PHARMACY	RANDT PHARMACY (PVT) LTD	SHOP 28 NO 9195 BUDIRIRO 5A	HARARE	2025-08-31	Pharmacy in any other location
7871780b-7eae-4b0f-a712-cba9e035df80	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0171-2023	RATELSHOEK TEA ESTATE CLINIC	TANGANDA TEA COMPANY	RATELSHOEK EASTATE	CHIPINGE	2025-09-30	Clinics: Class B
7b35f916-28b3-4b15-b06b-300f73792d90	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0195-2024	RATIONAL SCIENTIFIC	RATIONAL SCIENTIFIC (PVT) LTD	SUITE 17, PRINCE PARK MANSIONS	BULAWAYO	2025-05-31	Wholesalers
7bf4cd61-3e68-4447-9f32-865d16c89c0e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1693-2024	REACH PHARMACY	MAS-REACH INVESTMENTS (PVT) LTD	19636 ZENGEZA 4	CHITUNGWIZA	2025-02-28	Pharmacy in any other location
284e1ee5-64ab-4ec7-8fe6-f56028857a31	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1707-2024	REAL CARE PHARMACY	NJUNJU INVESTMENTS (PVT) LTD	44 ROBERT MUGABE RD, (CNR ALBION & TAKAWIRA STRS)	HARARE	2025-10-31	Pharmacy located in the CBD
ee084077-5973-44fa-9264-899fe23362a9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1444-2024	REALM PHARMACY	MICFREE PVT LTD	19 ROBERT MUGABE WAY	ZVISHAVANE	2025-06-30	Pharmacy located in the CBD
4fcec4fc-36ad-4980-a0fc-fc8c25730faa	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1260-2024	REALM PHARMACY	MICFREE (PVT) LTD	1228 LIGHT INDUSTRIES LIS MANDAVA	ZVISHAVANE	2025-03-31	Pharmacy in any other location
27c5e940-33e3-429e-bbf8-7d543b2a4d46	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0021-2023	REBELO AND SYED DrS	REBELO AND SYED DrS	RISHON BUILDING, 4 ANGELBECK RD MATAPI MBARE	HARARE	2024-06-30	Dispensing medical practice
997af2ea-c12a-4587-b623-0acd70d15417	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1448-2024	RED CROSS PHARMACY	ZIMBABWE RED CROSS SOCIETY INVEST. TRUST	98 CAMERON STREET RED CROSS HOUSE	HARARE	2025-11-30	Pharmacy located in the CBD
ed909996-cd6f-4fa7-9812-24fb652121ec	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P0000-2024	REDDCHEM PHARMACY	REDDCHEM PHARMACY (PVT) LTD	SHOP N0 4 HUSHCO HOLDINGS	MACHEKE	2025-04-30	Pharmacy in any other location
8ab2d64b-b44a-4d16-a749-0acd6addfa2e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1158-2024	REGENT PHARMACY	MINDEV (PVT) LTD	77 L.TAKAWIRA STREET	HARARE	2025-06-30	Pharmacy in any other location
c4699843-92d7-4945-85e6-fdc5cc8d7547	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1394-2024	RELIANCE PHARMACY	MATEMOND PHARMACEUTICALS (PVT) LTD	104 LEOPOLD TAKAWIRA STREET	HARARE	2025-02-28	Pharmacy in any other location
28f54f5d-12e3-4c69-9b20-9f4486ea8e37	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0173-2024	RE-MED PHARMACEUTICALS	RE-MED (PVT) LTD	17A CAMBRIDGE RD AVONDALE	HARARE	2025-06-30	Wholesalers
9d45f858-9c92-4709-9d23-19b8c7bc1d01	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1175-2024	REMNANT PHARMACY	REMNANT PHARMACY	16250 SHOP 1 ZENGEZA 4 COMPLEX	CHITUNGWIZA	2025-02-28	Pharmacy in any other location
bcf67942-f527-49d6-bd5d-312e6a95d612	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P0313-2023	REMNANT PHARMACY	REMNANT PHARMACY (PVT) LTD	SHOP 1, STAND 16250, ZENGEZA 4 COMPLEX	CHITUNGWIZA	2025-06-30	Pharmacy in any other location
793d07eb-f41c-4a32-9ec6-1343a3c755bb	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0201-2024	RENCO MINE CLINIC	RIO ZIM RENCO MINE	RENCO MINE VIA	NGUNDU	2024-09-30	Clinics: Class B
7f4515c2-d885-4167-b33f-acc7f000f093	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0071-2023	RESERVE BANK CLINIC	RESERVE BANK OF ZIMBABWE	80 SAMORA MACHEL	HARARE	2024-09-30	Clinics: Class C
7d699445-d0d7-4240-b7eb-48a5426ae0d5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0102-2023	RESERVE BANK CLINIC	RESERVE BANK OF ZIMBABWE	93 LEOPOLD TAKAWIRA AVE	BULAWAYO	2024-09-30	Clinics: Class C
df4a47f8-40d7-4dc6-aa83-e1fac75232d9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1434-2024	RETREAT PHARMACY	KENTAGO INVESTMENTS (PVT) LTD	NO. 5555, 87TH DrIVE	HARARE	2025-02-28	Pharmacy in any other location
4f8f0228-0433-4275-ac71-308971855ed5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1718-2024	REVIVAL PHARMACY	REVIVAL PHARMACY (PVT) LTD	694 BUDIRIRO 1 S/CENTRE BUDIRIRO	HARARE	2025-07-31	Pharmacy in any other location
7894bfd0-99e8-4117-8a98-8dd65d53ea44	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1751-2024	REVIVAL PHARMACY	REVIVAL PHARMACY (PVT) LTD	9989 CNR MUMUNGU & MUTONGOTOWE RD	HARARE	2025-05-31	Pharmacy in any other location
6ae6a74b-8951-4bcb-9dc7-9f9ef425ab4c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1916-2024	REVIVAL PHARMACY - CHIVI	REVIVAL PHARMACY (PVT) LTD	2205 CHIVI GROWTH POINT	CHIVI	2025-03-31	Pharmacy in rural area
fa7aa9e8-ea12-44c7-8bbd-940ad6d5c58a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0184-2024	RHAEGAL PHARMACEUTICALS	RHAEGAL INVESTMENTS (PVT) LTD	SHOP P9 WESTGATE COMPLEX CNR LORRAINE/LOMAGUNDI RD	HARARE	2025-03-31	Wholesalers
08a92c53-e115-4226-8320-9b0855640559	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P0303-2023	RHODESVILLE PHARMACY	RHODESVILLE COMMUNITY PHARMACY P/L	SHOP 11 HIGHLANDS GREEN S/CENTRE	HARARE	2024-05-25	Pharmacy in any other location
49affecd-3082-4e1d-aa04-b1893fa327ec	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1517-2024	RIDGEVIEW PHARMACY	DAKTAMED PRIVATE LIMITED	SHOP 1 BIG B MALL BISHOP GAUL AVE, BELVEDERE	HARARE	2025-07-31	Pharmacy in any other location
57926ca3-56f9-4125-9430-e2ff045da7f2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0017-2023	RIMBI SURGERY	ANDYLEE MEDICALS (PVT) LTD	RIMBI BUSINESS CENTRE	CHIPINGE	2024-06-30	Dispensing medical practice
002715a7-d285-4878-945b-47ed64c8746b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0198-2023	RIO ZIM DALNY MINE CLINIC	RIO ZIM LTD DALNY MINE	RIO ZIM DALNY MINE	CHAKARI	2024-09-30	Clinics: Class B
281499bb-1bb6-4e56-a533-fc777df930f1	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1641-2024	RITE AID PHARMACY	RITE AID (PVT) LTD	42 SILWOOD CLOSE CHISIPITE	HARARE	2025-06-30	Pharmacy in any other location
98f24b17-eb92-4517-bbf9-0d3b17c50097	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P0818-2023	ROCKSIDE PHARMACY	PHARMASOLVA (PVT) LTD	STD NO. 16484 SHOP 8 CIPF COMPLEX STONERIDGE HOPELY	HARARE	2025-11-30	Pharmacy in any other location
707b1ea6-40c0-42a0-aa04-1800875f929c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1722-2024	ROFCHEM PHARMACY	TALETE PHARMACEUTICALS	8629 WARTH ROAD TSHOVANI	CHIREDZI	2025-08-31	Pharmacy in any other location
008cd903-8ccc-4327-a4ae-d3a829bb0e86	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1719-2024	ROFCHEM PHARMACY	TALATE PHARMACEUTICALS (PVT) LTD	NO 733 MsASA DrIVE,	CHIREDZI	2025-05-31	Pharmacy in any other location
cb97aec0-dc9c-40a4-b2db-f926af5fae5d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1680-2024	ROFCHEM PHARMACY	TALATE PHARMACEUTICALS (PVT) LTD	STAND 218	MBERENGWA	2025-10-31	Pharmacy in any other location
02c7656c-fe3e-489e-b3ff-7fc783a1e61c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1341-2024	ROLF VALLEY PHARMACY	DAKTAMED (PVT) LTD	29 FISHER AVE, SHOP 1&2	HARARE	2025-09-30	Pharmacy in any other location
00575948-3d5b-4215-9adc-1b42d2ee586f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1845-2024	ROLF VALLEY PHARMACY - HIGHLANDS	DAKTAMED PVT LTD	BAY 1, 2 & 3, LOT 227, 1 HURWORTH RD	HARARE	2025-11-30	Pharmacy in any other location
6b915b25-a5d0-48a2-bd31-cfb480eac5d7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0219-2024	ROVLY ENTERPRISES	ROVLY ENTERPRISES (PVT) LTD	157 SAM MUNJOMA STREET,	HARARE	2025-05-31	Wholesalers
07650db5-9019-4639-ab05-26759dd06ce4	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2021-2024	ROXMED PHARMACY	TENORID PHARMACEUTICALS (PVT) LTD	192 CHIHOMBE ROAD	RUWA	2025-12-31	Pharmacy in any other location
27fda14e-a8ab-4824-804b-cdd23ca84ae1	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1403-2024	ROYAL PHARMACY	J & H MAGAVA ENTERPRISES (PVT) LTD	108 H.CHITEPO/9TH AVENUE	BULAWAYO	2025-03-31	Pharmacy in any other location
c07b6d25-1336-4221-ab39-1f705c236ae6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1408-2024	ROYAL PHARMACY	J & H MAGAVA ENTERPRISES (PVT) LTD	110 FORT STREET/9TH AVENUE	BULAWAYO	2025-02-28	Pharmacy in any other location
3aefffdb-3833-4b5e-8d76-52e64be1b827	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1698-2024	RTS PHARMACY	HURSMNT (PVT) LIMITED	STAND 19229 SHOP 2	CHITUNGWIZA	2025-03-31	Pharmacy in any other location
a9310899-2312-4d03-809a-8256e06e5746	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1106-2023	RUBY PHARMACY	LIFE PLUS PHARMACY (PVT) LTD	STD 13642 ZENGEZA 2	CHITUNGWIZA	2025-10-31	Pharmacy in any other location
026ee190-564f-45a5-9dc6-254154842ce8	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0013-2023	RUPANGWANA SURGERY	RUPANGWANA SURGERY (PVT)	STAND 138 RUPANGWANA	CHIREDZI	2024-06-30	Dispensing medical practice
83c0e757-f707-4c46-b833-b0801664e0ed	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0199-2024	RUSMED SUPPLIERS	RUSMED SUPPLIER (PVT) LTD	4990 CNR PAISEY & LYTTON ROAD	HARARE	2025-03-31	Wholesalers
19b56f60-a04a-402f-96f5-6b7445c23eee	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	D01-P0038-2023	RUTENGA SURGERY	MORGEN MANJEYA	STAND 1484	RUTENGA	2024-06-30	Dispensing medical practice
5d74ff4b-e6f6-4f08-b377-66e7db8964e5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1550-2024	RUWA PHARMACY	RUWA PHARMACY (PVT) LTD	STAND 3788, SHOP 7 CIPF COMPLEX	RUWA	2025-10-31	Pharmacy in any other location
e0eb9e9a-9c99-470d-845d-eef61a675d0a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1741-2024	RX CARE PHARMACY	PRO-CEUTICS (PVT) LTD	395 YORK STREET	CHIVHU	2025-08-31	Pharmacy in any other location
0be2cbf3-1904-42db-970f-85219a4d4971	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1391-2024	RYDALE RIDGE PHARMACY	OCTAVUS PHARMACEUTICALS (PVT) LTD	SHOP 2, STAND 12100 B/CENTRE	HARARE	2025-12-31	Pharmacy in rural area
bdd8aa97-dce2-4a5a-9e8b-afaea4dc814f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0160-2023	RZM MUROWA CLINIC	RZM MUROWA (PVT) LTD	MAZVIHWA AREA	ZVISHAVANE	2024-09-30	Clinics: Class B
04e0c6d1-7639-40a2-a4ff-ed6fe5e5b530	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0181-2023	SABLE CHEMICAL INDUSTRIES CLINIC	SABLE CHEMICAL INDUSTRIES LTD	ANNE NEWTON BOULEVARD	KWEKWE	2024-09-30	Clinics: Class B
cdd6a917-dfb8-496e-a180-83e93e09d26b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P0831-2023	SAGELEAF PHARMACY	SAGELEAF PVT) LTD	SHOP 7B MARGOLIS PLAZA 2 SPEKE AVE	HARARE	2025-02-28	Pharmacy located in the CBD
50d380e4-4288-4ad8-9095-d70d8c42d386	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0074-2023	SAINT GOBAIN CONSTRUCTION PRODUCT	SAINT GOBAIN CONSTRUCTION PRODUCTS ZIMBABWE (PVT) LTD	2 DELPORT RD CLEVERLAND PARK	HARARE	2024-09-30	Clinics: Class B
39d04d75-771f-4f80-99b4-814f4112a178	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2025-2024	SAKUBVA PHARMACY	DAVITAP ONE RISE (PVT) LTD	1 CHINETA ROAD	MUTARE	2025-05-31	Pharmacy in any other location
c93a4a6b-a131-4e52-9c4e-7c05a37e8f78	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1237-2024	SAKUBVA RANK PHARMACY	KAIZEN PHARMACY (PVT) LTD	69 CHIMANIMANI BUS TERMINUS, SAKUBVA	MUTARE	2025-02-28	Pharmacy in any other location
2bd870fc-d2a1-4cf8-9c10-0073b3fe59d3	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1952-2024	SANCTUARY PHARMACY - GLEN NORAH	MELNAT INVESTMENTS (PVT) LTD	SHOP 2 STD 11361 GLENNORAH B	HARARE	2025-02-28	Pharmacy in any other location
550d9cd1-8991-45a1-9d4a-9328229f3486	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1584-2024	SANDTON PHARMACY	SALUTEM MEDICALS (PVT) LTD	STAND 205 SANDTON PARK MT HAMPDEN	ZVIMBA	2025-08-31	Pharmacy in any other location
8d1bca93-391b-4e9c-bfa4-09610835b34a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1561-2024	SANTE-MED PHARMACY	SANTE-MED (PVT) LTD	SHOP 2,	GWERU	2025-02-28	Pharmacy located in the CBD
382f5494-a036-40f2-b6e3-16ceae209759	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1529-2024	SANTE-PLUS PHARMACY	SANTE-PLUS (PVT) LTD	STAND NO. 540 SENGA 2	GWERU	2025-05-31	Pharmacy in any other location
41885ed5-f0e4-4cd9-b7e5-d9fec60a9a29	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0227-2024	SCHWEPPES CLINIC - BULAWAYO	SCHWEPPES ZIMBABWE LIMITED	CNR SWANSEA/DONCASTER RDS	BULAWAYO	2025-04-30	Clinics: Class B
3c77ec0d-9e55-482b-aeb5-d4b3f4b34b98	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0133-2023	SCHWEPPES ZIMBABWE CLINIC	SCHWEPPES ZIMBABWE LIMITED	67A WOOLWICH ROAD	HARARE	2024-09-30	Clinics: Class C
1fc57fd5-c34f-4581-b7bb-2b670212d8b2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0193-2024	SCILLATON PHARMACEUTICALS	SCILLATON (PVT) LTD	27 LISBURN ROAD WORKINGTON	HARARE	2025-10-31	Wholesalers
6a2d1000-904f-4a96-b4c1-00b50d1cf940	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1332-2024	SCOVILLE PHARMACY	BLUE CAPSULE INVESTMENTS	53 FIFE AVENUE,	HARARE	2025-02-28	Pharmacy in any other location
55e287cc-f642-4d63-b723-85bd5d8936d9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1949-2024	SCOVILLE PHARMACY	BLUE CAPSULE INVESTMENTS (PVT) LTD	F103 SHAMWARI COMPLEX 157 S. NUJOMA ST BELGRAVIA	HARARE	2025-02-28	Pharmacy in any other location
a8f85391-e56f-4d66-bac0-0b08d5278628	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1989-2024	SCRIPT HUB PHARMACY	SCRIPT HUB PHARMACY (PVT) LTD	4715 MBEDZI COMPLEX	BEITBRIDGE	2025-02-28	Pharmacy in any other location
9fe81334-6792-46c3-993d-9dad7e4a0ed6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1760-2024	SCRIPT PHARMACY	CLINSERVE HEALTH CARE (PVT) LTD	27 MBUDZI PEOPLES MKT	HARARE	2025-02-28	Pharmacy in any other location
837ef28f-e999-4868-afa2-2bf17663c3e5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0024-2018	SEASONS PHARMACEUTICALS	SEASONS PHARMACEUTICALS ( PVT) LTD	UNIT 32 H KENMARK CRESCENT	HARARE	2025-03-31	Wholesalers
9bb14216-58e7-44ee-8114-2141f1cc3184	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0163-2024	SEASONS PHARMACEUTICALS	SEASONS PHARMACEUTICALS (PVT) LTD	12896 MADOKERO ESTATE	HARARE	2025-11-30	Wholesalers
