code	name	created_at	updated_at
S92.109B	Unspecified fracture of unspecified talus, initial encounter for open fracture	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S92.109D	Unspecified fracture of unspecified talus, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S92.109G	Unspecified fracture of unspecified talus, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S92.109K	Unspecified fracture of unspecified talus, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S92.109P	Unspecified fracture of unspecified talus, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S92.109S	Unspecified fracture of unspecified talus, sequela	2024-05-01 17:00:04.510078-04	2024-05-01 17:00:04.510078-04
S82.409A	Unspecified fracture of shaft of unspecified fibula, initial encounter for closed fracture	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409B	Unspecified fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409C	Unspecified fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409D	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409E	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409F	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409G	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409H	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409J	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409K	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409M	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409N	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409P	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409Q	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409R	Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
S82.409S	Unspecified fracture of shaft of unspecified fibula, sequela	2024-05-01 17:00:04.511125-04	2024-05-01 17:00:04.511125-04
M84.30XA	Stress fracture, unspecified site, initial encounter for fracture	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
M84.30XD	Stress fracture, unspecified site, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
M84.30XG	Stress fracture, unspecified site, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
M84.30XK	Stress fracture, unspecified site, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
C32.9	Malignant neoplasm of larynx, unspecified	2024-05-01 17:00:04.575455-04	2024-05-01 17:00:04.575455-04
M84.30XP	Stress fracture, unspecified site, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
M84.30XS	Stress fracture, unspecified site, sequela	2024-05-01 17:00:04.511803-04	2024-05-01 17:00:04.511803-04
M08.80	Other juvenile arthritis, unspecified site	2024-05-01 17:00:04.512483-04	2024-05-01 17:00:04.512483-04
E87.5	Hyperkalemia	2024-05-01 17:00:04.513084-04	2024-05-01 17:00:04.513084-04
A18.03	Tuberculosis of other bones	2024-05-01 17:00:04.514281-04	2024-05-01 17:00:04.514281-04
M67.40	Ganglion, unspecified site	2024-05-01 17:00:04.514585-04	2024-05-01 17:00:04.514585-04
H49.9	Unspecified paralytic strabismus	2024-05-01 17:00:04.515447-04	2024-05-01 17:00:04.515447-04
M87.859	Other osteonecrosis, unspecified femur	2024-05-01 17:00:04.516009-04	2024-05-01 17:00:04.516009-04
R63.1	Polydipsia	2024-05-01 17:00:04.516311-04	2024-05-01 17:00:04.516311-04
H53.40	Unspecified visual field defects	2024-05-01 17:00:04.516713-04	2024-05-01 17:00:04.516713-04
G82.20	Paraplegia, unspecified	2024-05-01 17:00:04.517049-04	2024-05-01 17:00:04.517049-04
A69.20	Lyme disease, unspecified	2024-05-01 17:00:04.518407-04	2024-05-01 17:00:04.518407-04
Z20.6	Contact with and (suspected) exposure to human immunodeficiency virus [HIV]	2024-05-01 17:00:04.518694-04	2024-05-01 17:00:04.518694-04
I99.8	Other disorder of circulatory system	2024-05-01 17:00:04.518961-04	2024-05-01 17:00:04.518961-04
I77.6	Arteritis, unspecified	2024-05-01 17:00:04.519516-04	2024-05-01 17:00:04.519516-04
N13.8	Other obstructive and reflux uropathy	2024-05-01 17:00:04.519815-04	2024-05-01 17:00:04.519815-04
J34.89	Other specified disorders of nose and nasal sinuses	2024-05-01 17:00:04.520122-04	2024-05-01 17:00:04.520122-04
K82.8	Other specified diseases of gallbladder	2024-05-01 17:00:04.520423-04	2024-05-01 17:00:04.520423-04
S33.100A	Subluxation of unspecified lumbar vertebra, initial encounter	2024-05-01 17:00:04.520754-04	2024-05-01 17:00:04.520754-04
S33.100D	Subluxation of unspecified lumbar vertebra, subsequent encounter	2024-05-01 17:00:04.520754-04	2024-05-01 17:00:04.520754-04
S33.100S	Subluxation of unspecified lumbar vertebra, sequela	2024-05-01 17:00:04.520754-04	2024-05-01 17:00:04.520754-04
E75.22	Gaucher disease	2024-05-01 17:00:04.521649-04	2024-05-01 17:00:04.521649-04
R79.1	Abnormal coagulation profile	2024-05-01 17:00:04.522214-04	2024-05-01 17:00:04.522214-04
E88.89	Other specified metabolic disorders	2024-05-01 17:00:04.522509-04	2024-05-01 17:00:04.522509-04
N10	Acute pyelonephritis	2024-05-01 17:00:04.522823-04	2024-05-01 17:00:04.522823-04
H35.359	Cystoid macular degeneration, unspecified eye	2024-05-01 17:00:04.523125-04	2024-05-01 17:00:04.523125-04
M10.9	Gout, unspecified	2024-05-01 17:00:04.523438-04	2024-05-01 17:00:04.523438-04
M46.1	Sacroiliitis, not elsewhere classified	2024-05-01 17:00:04.523755-04	2024-05-01 17:00:04.523755-04
R47.1	Dysarthria and anarthria	2024-05-01 17:00:04.524066-04	2024-05-01 17:00:04.524066-04
R62.52	Short stature (child)	2024-05-01 17:00:04.524377-04	2024-05-01 17:00:04.524377-04
L90.0	Lichen sclerosus et atrophicus	2024-05-01 17:00:04.52471-04	2024-05-01 17:00:04.52471-04
L84	Corns and callosities	2024-05-01 17:00:04.525621-04	2024-05-01 17:00:04.525621-04
R49.1	Aphonia	2024-05-01 17:00:04.52607-04	2024-05-01 17:00:04.52607-04
R09.82	Postnasal drip	2024-05-01 17:00:04.526377-04	2024-05-01 17:00:04.526377-04
H26.109	Unspecified traumatic cataract, unspecified eye	2024-05-01 17:00:04.526686-04	2024-05-01 17:00:04.526686-04
C24.0	Malignant neoplasm of extrahepatic bile duct	2024-05-01 17:00:04.526987-04	2024-05-01 17:00:04.526987-04
K31.819	Angiodysplasia of stomach and duodenum without bleeding	2024-05-01 17:00:04.527431-04	2024-05-01 17:00:04.527431-04
I42.1	Obstructive hypertrophic cardiomyopathy	2024-05-01 17:00:04.528095-04	2024-05-01 17:00:04.528095-04
F60.9	Personality disorder, unspecified	2024-05-01 17:00:04.528421-04	2024-05-01 17:00:04.528421-04
R68.81	Early satiety	2024-05-01 17:00:04.529026-04	2024-05-01 17:00:04.529026-04
R11.10	Vomiting, unspecified	2024-05-01 17:00:04.529612-04	2024-05-01 17:00:04.529612-04
S13.100A	Subluxation of unspecified cervical vertebrae, initial encounter	2024-05-01 17:00:04.529926-04	2024-05-01 17:00:04.529926-04
S13.100D	Subluxation of unspecified cervical vertebrae, subsequent encounter	2024-05-01 17:00:04.529926-04	2024-05-01 17:00:04.529926-04
S13.100S	Subluxation of unspecified cervical vertebrae, sequela	2024-05-01 17:00:04.529926-04	2024-05-01 17:00:04.529926-04
M26.642	Arthritis of left temporomandibular joint	2024-05-01 17:00:04.530283-04	2024-05-01 17:00:04.530283-04
Q99.9	Chromosomal abnormality, unspecified	2024-05-01 17:00:04.530876-04	2024-05-01 17:00:04.530876-04
N50.819	Testicular pain, unspecified	2024-05-01 17:00:04.531207-04	2024-05-01 17:00:04.531207-04
K31.7	Polyp of stomach and duodenum	2024-05-01 17:00:04.531779-04	2024-05-01 17:00:04.531779-04
H49.00	Third [oculomotor] nerve palsy, unspecified eye	2024-05-01 17:00:04.53208-04	2024-05-01 17:00:04.53208-04
M93.90	Osteochondropathy, unspecified of unspecified site	2024-05-01 17:00:04.532502-04	2024-05-01 17:00:04.532502-04
F31.60	Bipolar disorder, current episode mixed, unspecified	2024-05-01 17:00:04.533647-04	2024-05-01 17:00:04.533647-04
C45.9	Mesothelioma, unspecified	2024-05-01 17:00:04.534267-04	2024-05-01 17:00:04.534267-04
F80.81	Childhood onset fluency disorder	2024-05-01 17:00:04.534563-04	2024-05-01 17:00:04.534563-04
Z97.2	Presence of dental prosthetic device (complete) (partial)	2024-05-01 17:00:04.534863-04	2024-05-01 17:00:04.534863-04
C00.9	Malignant neoplasm of lip, unspecified	2024-05-01 17:00:04.535154-04	2024-05-01 17:00:04.535154-04
Q64.9	Congenital malformation of urinary system, unspecified	2024-05-01 17:00:04.535456-04	2024-05-01 17:00:04.535456-04
B97.4	Respiratory syncytial virus as the cause of diseases classified elsewhere	2024-05-01 17:00:04.535758-04	2024-05-01 17:00:04.535758-04
M94.1	Relapsing polychondritis	2024-05-01 17:00:04.53819-04	2024-05-01 17:00:04.53819-04
R47.02	Dysphasia	2024-05-01 17:00:04.538755-04	2024-05-01 17:00:04.538755-04
T63.791A	Toxic effect of contact with other venomous plant, accidental (unintentional), initial encounter	2024-05-01 17:00:04.539316-04	2024-05-01 17:00:04.539316-04
T63.791D	Toxic effect of contact with other venomous plant, accidental (unintentional), subsequent encounter	2024-05-01 17:00:04.539316-04	2024-05-01 17:00:04.539316-04
T63.791S	Toxic effect of contact with other venomous plant, accidental (unintentional), sequela	2024-05-01 17:00:04.539316-04	2024-05-01 17:00:04.539316-04
N03.9	Chronic nephritic syndrome with unspecified morphologic changes	2024-05-01 17:00:04.540026-04	2024-05-01 17:00:04.540026-04
S63.509A	Unspecified sprain of unspecified wrist, initial encounter	2024-05-01 17:00:04.540325-04	2024-05-01 17:00:04.540325-04
S63.509D	Unspecified sprain of unspecified wrist, subsequent encounter	2024-05-01 17:00:04.540325-04	2024-05-01 17:00:04.540325-04
S63.509S	Unspecified sprain of unspecified wrist, sequela	2024-05-01 17:00:04.540325-04	2024-05-01 17:00:04.540325-04
S66.919A	Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, initial encounter	2024-05-01 17:00:04.540671-04	2024-05-01 17:00:04.540671-04
S66.919D	Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, subsequent encounter	2024-05-01 17:00:04.540671-04	2024-05-01 17:00:04.540671-04
S66.919S	Strain of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, sequela	2024-05-01 17:00:04.540671-04	2024-05-01 17:00:04.540671-04
C40.90	Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb	2024-05-01 17:00:04.541007-04	2024-05-01 17:00:04.541007-04
D56.3	Thalassemia minor	2024-05-01 17:00:04.541861-04	2024-05-01 17:00:04.541861-04
H92.09	Otalgia, unspecified ear	2024-05-01 17:00:04.542168-04	2024-05-01 17:00:04.542168-04
H53.9	Unspecified visual disturbance	2024-05-01 17:00:04.542473-04	2024-05-01 17:00:04.542473-04
R00.2	Palpitations	2024-05-01 17:00:04.543003-04	2024-05-01 17:00:04.543003-04
R27.0	Ataxia, unspecified	2024-05-01 17:00:04.543273-04	2024-05-01 17:00:04.543273-04
L85.3	Xerosis cutis	2024-05-01 17:00:04.543567-04	2024-05-01 17:00:04.543567-04
S92.909A	Unspecified fracture of unspecified foot, initial encounter for closed fracture	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909B	Unspecified fracture of unspecified foot, initial encounter for open fracture	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909D	Unspecified fracture of unspecified foot, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909G	Unspecified fracture of unspecified foot, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909K	Unspecified fracture of unspecified foot, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909P	Unspecified fracture of unspecified foot, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
S92.909S	Unspecified fracture of unspecified foot, sequela	2024-05-01 17:00:04.543882-04	2024-05-01 17:00:04.543882-04
R00.0	Tachycardia, unspecified	2024-05-01 17:00:04.544479-04	2024-05-01 17:00:04.544479-04
G20	Parkinson's disease	2024-05-01 17:00:04.544784-04	2024-05-01 17:00:04.544784-04
Q75.3	Macrocephaly	2024-05-01 17:00:04.545073-04	2024-05-01 17:00:04.545073-04
Z88.8	Allergy status to other drugs, medicaments and biological substances	2024-05-01 17:00:04.546153-04	2024-05-01 17:00:04.546153-04
D64.9	Anemia, unspecified	2024-05-01 17:00:04.546426-04	2024-05-01 17:00:04.546426-04
Q85.1	Tuberous sclerosis	2024-05-01 17:00:04.546948-04	2024-05-01 17:00:04.546948-04
D64.3	Other sideroblastic anemias	2024-05-01 17:00:04.547479-04	2024-05-01 17:00:04.547479-04
D89.9	Disorder involving the immune mechanism, unspecified	2024-05-01 17:00:04.547766-04	2024-05-01 17:00:04.547766-04
I79.8	Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere	2024-05-01 17:00:04.547766-04	2024-05-01 17:00:04.547766-04
L08.0	Pyoderma	2024-05-01 17:00:04.548358-04	2024-05-01 17:00:04.548358-04
S42.309A	Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309B	Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for open fracture	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309D	Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309G	Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309K	Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309P	Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
S42.309S	Unspecified fracture of shaft of humerus, unspecified arm, sequela	2024-05-01 17:00:04.54868-04	2024-05-01 17:00:04.54868-04
B15.9	Hepatitis A without hepatic coma	2024-05-01 17:00:04.549393-04	2024-05-01 17:00:04.549393-04
I61.8	Other nontraumatic intracerebral hemorrhage	2024-05-01 17:00:04.549804-04	2024-05-01 17:00:04.549804-04
R78.81	Bacteremia	2024-05-01 17:00:04.55048-04	2024-05-01 17:00:04.55048-04
Z87.898	Personal history of other specified conditions	2024-05-01 17:00:04.550788-04	2024-05-01 17:00:04.550788-04
P07.30	Preterm newborn, unspecified weeks of gestation	2024-05-01 17:00:04.551122-04	2024-05-01 17:00:04.551122-04
R68.89	Other general symptoms and signs	2024-05-01 17:00:04.551439-04	2024-05-01 17:00:04.551439-04
I49.9	Cardiac arrhythmia, unspecified	2024-05-01 17:00:04.55175-04	2024-05-01 17:00:04.55175-04
N17.2	Acute kidney failure with medullary necrosis	2024-05-01 17:00:04.55205-04	2024-05-01 17:00:04.55205-04
Q55.0	Absence and aplasia of testis	2024-05-01 17:00:04.55234-04	2024-05-01 17:00:04.55234-04
Q78.6	Multiple congenital exostoses	2024-05-01 17:00:04.552641-04	2024-05-01 17:00:04.552641-04
N20.1	Calculus of ureter	2024-05-01 17:00:04.552946-04	2024-05-01 17:00:04.552946-04
M12.20	Villonodular synovitis (pigmented), unspecified site	2024-05-01 17:00:04.553492-04	2024-05-01 17:00:04.553492-04
Z20.1	Contact with and (suspected) exposure to tuberculosis	2024-05-01 17:00:04.554346-04	2024-05-01 17:00:04.554346-04
M45.9	Ankylosing spondylitis of unspecified sites in spine	2024-05-01 17:00:04.554641-04	2024-05-01 17:00:04.554641-04
A63.0	Anogenital (venereal) warts	2024-05-01 17:00:04.554945-04	2024-05-01 17:00:04.554945-04
J67.9	Hypersensitivity pneumonitis due to unspecified organic dust	2024-05-01 17:00:04.555231-04	2024-05-01 17:00:04.555231-04
K80.20	Calculus of gallbladder without cholecystitis without obstruction	2024-05-01 17:00:04.555533-04	2024-05-01 17:00:04.555533-04
H15.009	Unspecified scleritis, unspecified eye	2024-05-01 17:00:04.555828-04	2024-05-01 17:00:04.555828-04
M79.3	Panniculitis, unspecified	2024-05-01 17:00:04.556529-04	2024-05-01 17:00:04.556529-04
D76.3	Other histiocytosis syndromes	2024-05-01 17:00:04.556825-04	2024-05-01 17:00:04.556825-04
O47.9	False labor, unspecified	2024-05-01 17:00:04.557122-04	2024-05-01 17:00:04.557122-04
A08.0	Rotaviral enteritis	2024-05-01 17:00:04.557437-04	2024-05-01 17:00:04.557437-04
Y71.2	Prosthetic and other implants, materials and accessory cardiovascular devices associated with adverse incidents	2024-05-01 17:00:04.558021-04	2024-05-01 17:00:04.558021-04
B00.2	Herpesviral gingivostomatitis and pharyngotonsillitis	2024-05-01 17:00:04.558392-04	2024-05-01 17:00:04.558392-04
F10.231	Alcohol dependence with withdrawal delirium	2024-05-01 17:00:04.559208-04	2024-05-01 17:00:04.559208-04
K56.690	Other partial intestinal obstruction	2024-05-01 17:00:04.559504-04	2024-05-01 17:00:04.559504-04
G24.01	Drug induced subacute dyskinesia	2024-05-01 17:00:04.559791-04	2024-05-01 17:00:04.559791-04
D17.71	Benign lipomatous neoplasm of kidney	2024-05-01 17:00:04.560384-04	2024-05-01 17:00:04.560384-04
D70.9	Neutropenia, unspecified	2024-05-01 17:00:04.56067-04	2024-05-01 17:00:04.56067-04
J98.6	Disorders of diaphragm	2024-05-01 17:00:04.561487-04	2024-05-01 17:00:04.561487-04
D73.3	Abscess of spleen	2024-05-01 17:00:04.562299-04	2024-05-01 17:00:04.562299-04
J35.3	Hypertrophy of tonsils with hypertrophy of adenoids	2024-05-01 17:00:04.562712-04	2024-05-01 17:00:04.562712-04
Q89.01	Asplenia (congenital)	2024-05-01 17:00:04.563007-04	2024-05-01 17:00:04.563007-04
Q75.0	Craniosynostosis	2024-05-01 17:00:04.563309-04	2024-05-01 17:00:04.563309-04
Q25.1	Coarctation of aorta	2024-05-01 17:00:04.563607-04	2024-05-01 17:00:04.563607-04
Z21	Asymptomatic human immunodeficiency virus [HIV] infection status	2024-05-01 17:00:04.563921-04	2024-05-01 17:00:04.563921-04
K62.5	Hemorrhage of anus and rectum	2024-05-01 17:00:04.564223-04	2024-05-01 17:00:04.564223-04
Q13.0	Coloboma of iris	2024-05-01 17:00:04.564895-04	2024-05-01 17:00:04.564895-04
Q25.0	Patent ductus arteriosus	2024-05-01 17:00:04.565198-04	2024-05-01 17:00:04.565198-04
G51.0	Bell's palsy	2024-05-01 17:00:04.56549-04	2024-05-01 17:00:04.56549-04
M02.30	Reiter's disease, unspecified site	2024-05-01 17:00:04.566339-04	2024-05-01 17:00:04.566339-04
D59.30	Hemolytic-uremic syndrome, unspecified	2024-05-01 17:00:04.566725-04	2024-05-01 17:00:04.566725-04
J60	Coalworker's pneumoconiosis	2024-05-01 17:00:04.567619-04	2024-05-01 17:00:04.567619-04
E21.3	Hyperparathyroidism, unspecified	2024-05-01 17:00:04.567906-04	2024-05-01 17:00:04.567906-04
M25.569	Pain in unspecified knee	2024-05-01 17:00:04.568213-04	2024-05-01 17:00:04.568213-04
D69.1	Qualitative platelet defects	2024-05-01 17:00:04.568508-04	2024-05-01 17:00:04.568508-04
I60.9	Nontraumatic subarachnoid hemorrhage, unspecified	2024-05-01 17:00:04.568817-04	2024-05-01 17:00:04.568817-04
H44.709	Unspecified retained (old) intraocular foreign body, nonmagnetic, unspecified eye	2024-05-01 17:00:04.569249-04	2024-05-01 17:00:04.569249-04
A69.23	Arthritis due to Lyme disease	2024-05-01 17:00:04.569557-04	2024-05-01 17:00:04.569557-04
K56.1	Intussusception	2024-05-01 17:00:04.569843-04	2024-05-01 17:00:04.569843-04
N36.8	Other specified disorders of urethra	2024-05-01 17:00:04.570136-04	2024-05-01 17:00:04.570136-04
B37.31	Acute candidiasis of vulva and vagina	2024-05-01 17:00:04.570541-04	2024-05-01 17:00:04.570541-04
J98.51	Mediastinitis	2024-05-01 17:00:04.571978-04	2024-05-01 17:00:04.571978-04
J05.10	Acute epiglottitis without obstruction	2024-05-01 17:00:04.572268-04	2024-05-01 17:00:04.572268-04
M85.80	Other specified disorders of bone density and structure, unspecified site	2024-05-01 17:00:04.57308-04	2024-05-01 17:00:04.57308-04
T85.730A	Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, initial encounter	2024-05-01 17:00:04.573399-04	2024-05-01 17:00:04.573399-04
T85.730D	Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, subsequent encounter	2024-05-01 17:00:04.573399-04	2024-05-01 17:00:04.573399-04
T85.730S	Infection and inflammatory reaction due to ventricular intracranial (communicating) shunt, sequela	2024-05-01 17:00:04.573399-04	2024-05-01 17:00:04.573399-04
I35.1	Nonrheumatic aortic (valve) insufficiency	2024-05-01 17:00:04.573769-04	2024-05-01 17:00:04.573769-04
K08.89	Other specified disorders of teeth and supporting structures	2024-05-01 17:00:04.574074-04	2024-05-01 17:00:04.574074-04
K14.6	Glossodynia	2024-05-01 17:00:04.574388-04	2024-05-01 17:00:04.574388-04
L08.1	Erythrasma	2024-05-01 17:00:04.574683-04	2024-05-01 17:00:04.574683-04
L93.1	Subacute cutaneous lupus erythematosus	2024-05-01 17:00:04.574999-04	2024-05-01 17:00:04.574999-04
H61.009	Unspecified perichondritis of external ear, unspecified ear	2024-05-01 17:00:04.575773-04	2024-05-01 17:00:04.575773-04
I67.4	Hypertensive encephalopathy	2024-05-01 17:00:04.576645-04	2024-05-01 17:00:04.576645-04
R45.89	Other symptoms and signs involving emotional state	2024-05-01 17:00:04.577192-04	2024-05-01 17:00:04.577192-04
T80.90XA	Unspecified complication following infusion and therapeutic injection, initial encounter	2024-05-01 17:00:04.577494-04	2024-05-01 17:00:04.577494-04
T80.90XD	Unspecified complication following infusion and therapeutic injection, subsequent encounter	2024-05-01 17:00:04.577494-04	2024-05-01 17:00:04.577494-04
T80.90XS	Unspecified complication following infusion and therapeutic injection, sequela	2024-05-01 17:00:04.577494-04	2024-05-01 17:00:04.577494-04
K51.90	Ulcerative colitis, unspecified, without complications	2024-05-01 17:00:04.577852-04	2024-05-01 17:00:04.577852-04
I31.39	Other pericardial effusion (noninflammatory)	2024-05-01 17:00:04.578156-04	2024-05-01 17:00:04.578156-04
K31.0	Acute dilatation of stomach	2024-05-01 17:00:04.578673-04	2024-05-01 17:00:04.578673-04
C78.00	Secondary malignant neoplasm of unspecified lung	2024-05-01 17:00:04.578962-04	2024-05-01 17:00:04.578962-04
E26.9	Hyperaldosteronism, unspecified	2024-05-01 17:00:04.579278-04	2024-05-01 17:00:04.579278-04
B40.9	Blastomycosis, unspecified	2024-05-01 17:00:04.579559-04	2024-05-01 17:00:04.579559-04
D61.1	Drug-induced aplastic anemia	2024-05-01 17:00:04.580137-04	2024-05-01 17:00:04.580137-04
R00.1	Bradycardia, unspecified	2024-05-01 17:00:04.581056-04	2024-05-01 17:00:04.581056-04
S02.30XA	Fracture of orbital floor, unspecified side, initial encounter for closed fracture	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
S02.30XB	Fracture of orbital floor, unspecified side, initial encounter for open fracture	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
S02.30XD	Fracture of orbital floor, unspecified side, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
S02.30XG	Fracture of orbital floor, unspecified side, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
S02.30XK	Fracture of orbital floor, unspecified side, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
S02.30XS	Fracture of orbital floor, unspecified side, sequela	2024-05-01 17:00:04.581817-04	2024-05-01 17:00:04.581817-04
H52.31	Anisometropia	2024-05-01 17:00:04.582251-04	2024-05-01 17:00:04.582251-04
L53.1	Erythema annulare centrifugum	2024-05-01 17:00:04.582857-04	2024-05-01 17:00:04.582857-04
D70.3	Neutropenia due to infection	2024-05-01 17:00:04.583162-04	2024-05-01 17:00:04.583162-04
G98.8	Other disorders of nervous system	2024-05-01 17:00:04.584499-04	2024-05-01 17:00:04.584499-04
L03.039	Cellulitis of unspecified toe	2024-05-01 17:00:04.585375-04	2024-05-01 17:00:04.585375-04
R14.2	Eructation	2024-05-01 17:00:04.585684-04	2024-05-01 17:00:04.585684-04
C53.9	Malignant neoplasm of cervix uteri, unspecified	2024-05-01 17:00:04.586796-04	2024-05-01 17:00:04.586796-04
E55.0	Rickets, active	2024-05-01 17:00:04.587093-04	2024-05-01 17:00:04.587093-04
R20.2	Paresthesia of skin	2024-05-01 17:00:04.587911-04	2024-05-01 17:00:04.587911-04
E78.5	Hyperlipidemia, unspecified	2024-05-01 17:00:04.588336-04	2024-05-01 17:00:04.588336-04
T85.09XA	Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter	2024-05-01 17:00:04.588639-04	2024-05-01 17:00:04.588639-04
T85.09XD	Other mechanical complication of ventricular intracranial (communicating) shunt, subsequent encounter	2024-05-01 17:00:04.588639-04	2024-05-01 17:00:04.588639-04
T85.09XS	Other mechanical complication of ventricular intracranial (communicating) shunt, sequela	2024-05-01 17:00:04.588639-04	2024-05-01 17:00:04.588639-04
Y75.1	Therapeutic (nonsurgical) and rehabilitative neurological devices associated with adverse incidents	2024-05-01 17:00:04.588639-04	2024-05-01 17:00:04.588639-04
